1,1,208.7,250.3,94.19999999999999,40.30000000000001,1,1,1.0
1,2,121.5,333.3,134.2,59.0,1,1,1.0
1,3,734.92,265.72,70.25,39.46999999999997,1,1,1.0
2,1,208.7,250.33,94.19999999999999,40.309999999999974,1,1,1.0
2,2,97.35,336.7,136.95000000000002,60.0,1,1,1.0
2,3,720.94,269.14,70.2399999999999,37.25999999999999,1,1,1.0
3,1,208.7,250.36,94.19999999999999,40.329999999999984,1,1,1.0
3,2,73.2,340.1,139.7,61.0,1,1,1.0
3,3,707.26,270.69,71.44000000000005,39.47000000000003,1,1,1.0
4,1,208.7,250.4,94.19999999999999,40.33000000000001,1,1,1.0
4,2,48.8,344.0,141.7,62.56999999999999,1,1,1.0
4,3,693.9,271.62,73.37,39.48000000000002,1,1,1.0
5,1,208.7,250.43,94.19999999999999,40.349999999999966,1,1,1.0
5,2,24.4,347.9,143.7,64.13,1,1,1.0
5,3,678.95,273.37,74.9799999999999,40.120000000000005,1,1,1.0
6,1,208.7,250.46,94.19999999999999,40.359999999999985,1,1,1.0
6,2,0.0,351.8,145.7,65.69999999999999,1,1,1.0
6,3,664.01,275.12,76.59000000000003,40.75,1,1,1.0
7,1,208.7,250.49,94.19999999999999,40.370000000000005,1,1,1.0
7,2,0.0,355.75,121.84,66.44999999999999,1,1,1.0
7,3,649.07,276.86,78.19999999999993,41.39999999999998,1,1,1.0
8,1,208.7,250.52,94.19999999999999,40.390000000000015,1,1,1.0
8,2,0.0,359.7,97.98,67.19999999999999,1,1,1.0
8,3,634.13,278.61,79.79999999999995,42.039999999999964,1,1,1.0
9,1,208.7,250.56,94.19999999999999,40.389999999999986,1,1,1.0
9,2,0.0,363.9,74.12,56.700000000000045,1,1,1.0
9,3,619.19,280.35,81.40999999999997,42.69,1,1,1.0
10,1,208.7,250.59,94.19999999999999,40.41,1,1,1.0
10,2,0.0,368.9,50.26,55.25,1,1,1.0
10,3,604.24,282.1,83.02999999999997,43.31999999999999,1,1,1.0
11,1,208.7,250.62,94.19999999999999,40.420000000000016,1,1,1.0
11,2,0.0,377.1,26.4,50.599999999999966,1,1,1.0
11,3,589.3,283.84,84.63,43.97000000000003,1,1,1.0
12,1,208.7,250.65,94.19999999999999,40.42999999999998,1,1,1.0
12,3,574.36,285.59,86.24000000000001,44.610000000000014,1,1,1.0
13,1,208.7,250.68,94.19999999999999,40.44999999999999,1,1,1.0
13,3,559.3,287.3,86.10000000000002,42.5,1,1,1.0
14,1,208.7,250.72,94.19999999999999,40.45000000000002,1,1,1.0
14,3,543.21,290.38,87.51999999999998,45.22000000000003,1,1,1.0
15,1,208.7,250.75,94.19999999999999,40.47000000000003,1,1,1.0
15,3,527.02,291.89,88.93000000000006,46.85000000000002,1,1,1.0
16,1,208.7,250.78,94.19999999999999,40.47999999999999,1,1,1.0
16,3,510.41,294.38,90.33999999999997,47.51999999999998,1,1,1.0
17,1,208.7,250.81,94.19999999999999,40.49000000000001,1,1,1.0
17,3,493.35,296.25,91.73000000000002,50.50999999999999,1,1,1.0
18,1,208.7,250.84,94.19999999999999,40.51000000000002,1,1,1.0
18,3,476.52,298.46,93.13999999999999,51.35000000000002,1,1,1.0
19,1,208.7,250.88,94.19999999999999,40.50999999999999,1,1,1.0
19,3,459.26,302.02,94.54999999999995,52.200000000000045,1,1,1.0
20,1,208.7,250.91,94.19999999999999,40.53,1,1,1.0
20,3,441.23,304.69,95.97000000000003,53.05000000000001,1,1,1.0
21,1,208.7,250.94,94.19999999999999,40.54000000000002,1,1,1.0
21,3,424.39,306.73,99.40999999999997,53.90999999999997,1,1,1.0
22,1,208.7,250.97,94.19999999999999,40.54999999999998,1,1,1.0
22,3,405.52,310.1,101.96000000000004,54.75,1,1,1.0
23,1,208.7,251.0,94.19999999999999,40.56999999999999,1,1,1.0
23,3,387.16,313.2,103.53999999999996,55.60000000000002,1,1,1.0
24,1,208.7,251.04,94.19999999999999,40.57000000000002,1,1,1.0
24,3,368.67,316.02,103.13,56.5,1,1,1.0
25,1,208.7,251.07,94.19999999999999,40.59000000000003,1,1,1.0
25,3,349.43,319.2,105.96999999999997,57.35000000000002,1,1,1.0
26,1,208.7,251.1,94.19999999999999,40.599999999999994,1,1,1.0
26,3,329.72,322.75,108.88,58.19999999999999,1,1,1.0
27,1,208.7,251.13,94.19999999999999,40.610000000000014,1,1,1.0
27,3,309.23,325.71,112.07,59.05000000000001,1,1,1.0
28,1,208.7,251.16,94.19999999999999,40.630000000000024,1,1,1.0
28,3,287.27,328.7,115.73000000000002,59.900000000000034,1,1,1.0
29,1,208.7,251.2,94.19999999999999,40.629999999999995,1,1,1.0
29,3,264.46,332.4,119.44,61.700000000000045,1,1,1.0
30,1,208.7,251.23,94.19999999999999,40.650000000000006,1,1,1.0
30,3,245.96,335.76,118.73999999999998,63.23000000000002,1,1,1.0
31,1,208.7,251.26,94.19999999999999,40.660000000000025,1,1,1.0
31,3,222.88,339.51,121.82,64.13999999999999,1,1,1.0
32,1,208.7,251.29,94.19999999999999,40.66999999999999,1,1,1.0
32,3,199.6,342.01,126.20000000000002,65.06,1,1,1.0
33,1,208.7,251.32,94.19999999999999,40.69,1,1,1.0
33,3,175.17,348.7,130.33,65.97000000000003,1,1,1.0
34,1,208.7,251.36,94.19999999999999,40.69,1,1,1.0
34,3,151.14,350.7,133.90000000000003,66.88999999999999,1,1,1.0
35,1,208.7,251.39,94.19999999999999,40.710000000000036,1,1,1.0
35,3,127.56,354.61,135.92000000000002,67.80000000000001,1,1,1.0
36,1,208.7,251.42,94.19999999999999,40.72,1,1,1.0
36,3,103.41,359.91,139.99,68.79999999999995,1,1,1.0
37,1,208.7,251.45,94.19999999999999,40.73000000000002,1,1,1.0
37,3,74.5,363.84,145.27,71.40000000000003,1,1,1.0
